import time: self [us] | cumulative | imported package
import time:      3994 |      21225 |                 transformers.core_model_loading
import time:      1110 |      22334 |               transformers.conversion_mapping
import time:      1895 |       1895 |                       transformers.utils.metrics
import time:      3150 |       3150 |                         transformers.generation.continuous_batching.requests
import time:      1244 |       4393 |                       transformers.generation.continuous_batching.cache_manager
import time:      1407 |       7695 |                     transformers.generation.continuous_batching.cache
import time:      1197 |       1197 |                       tqdm.contrib.logging
import time:      1945 |       1945 |                       transformers.generation.continuous_batching.input_ouputs
import time:      1049 |       1049 |                       transformers.generation.continuous_batching.scheduler
import time:      1733 |       5922 |                     transformers.generation.continuous_batching.continuous_api
import time:       909 |      14525 |                   transformers.generation.continuous_batching
import time:        27 |      14552 |                 transformers.generation.continuous_batching.cache
import time:       918 |      15469 |               transformers.integrations.eager_paged
import time:      1452 |       1452 |                 transformers.modeling_flash_attention_utils
import time:      1352 |       1352 |                 transformers.integrations.npu_flash_attention
import time:      1417 |       4220 |               transformers.integrations.flash_attention
import time:       914 |        914 |               transformers.integrations.flash_paged
import time:       885 |        885 |                   torch.nn.attention._utils
import time:      2046 |       2931 |                 torch.nn.attention.flex_attention
import time:       143 |        143 |                         _lsprof
import time:      2292 |       2292 |                         profile
import time:      1198 |       3633 |                       cProfile
import time:      2815 |       2815 |                       pstats
import time:      2465 |       2465 |                       torch._dynamo.callback
import time:      6487 |       6487 |                         torch._dynamo.config
import time:      1100 |       7586 |                       torch._dynamo.distributed
import time:      3686 |       3686 |                             torch._functorch.config
import time:      1111 |       1111 |                             torch._dynamo.metrics_context
import time:      1258 |       1258 |                             torch.utils._triton
import time:      1341 |       1341 |                             torch._dynamo.graph_utils
import time:      1220 |       1220 |                                   torch._numpy._casting_dicts
import time:      1172 |       2392 |                                 torch._numpy._dtypes_impl
import time:       765 |        765 |                                 torch._numpy._util
import time:      1630 |       1630 |                                   torch._numpy._dtypes
import time:      1310 |       2939 |                                 torch._numpy._normalizations
import time:      1275 |       7368 |                               torch._numpy.fft
import time:      1126 |       1126 |                               torch._numpy.linalg
import time:      1194 |       1194 |                               torch._numpy.random
import time:      1467 |       1467 |                                 torch._numpy._funcs_impl
import time:      1150 |       1150 |                                 torch._numpy._reductions_impl
import time:      1705 |       4321 |                               torch._numpy._funcs
import time:      1007 |       1007 |                               torch._numpy._getlimits
import time:      1099 |       1099 |                                   torch._numpy._binary_ufuncs_impl
import time:      1012 |       1012 |                                   torch._numpy._unary_ufuncs_impl
import time:      2031 |       4142 |                                 torch._numpy._ufuncs
import time:      1950 |       6091 |                               torch._numpy._ndarray
import time:      1460 |      22564 |                             torch._numpy
import time:      1778 |       1778 |                               numpy.fft._helper
import time:       693 |        693 |                                 numpy.fft._pocketfft_umath
import time:      2064 |       2757 |                               numpy.fft._pocketfft
import time:      1202 |       5736 |                             numpy.fft
import time:       926 |        926 |                                   numpy.random._common
import time:      1009 |       1935 |                                 numpy.random.bit_generator
import time:       838 |       2772 |                               numpy.random._bounded_integers
import time:       592 |        592 |                                   numpy.random._pcg64
import time:      2016 |       2607 |                                 numpy.random._generator
import time:       601 |        601 |                                 numpy.random._mt19937
import time:       570 |        570 |                                 numpy.random._philox
import time:       600 |        600 |                                 numpy.random._sfc64
import time:      2044 |       2044 |                                 numpy.random.mtrand
import time:       978 |       7397 |                               numpy.random._pickle
import time:      1310 |      11478 |                             numpy.random
import time:       433 |        433 |                             triton
import time:      9538 |      57142 |                           torch._dynamo.utils
import time:      2120 |      59262 |                         torch._dynamo.exc
import time:      1050 |       1050 |                         torch.utils._functools
import time:      1015 |       1015 |                         torch._dynamo.graph_break_hints
import time:      1075 |       1075 |                         torch._dynamo.logging
import time:       901 |        901 |                                 torch._dynamo.aot_compile_types
import time:      1275 |       1275 |                                   ctypes.util
import time:      1284 |       1284 |                                     torch._inductor.custom_graph_pass
import time:     22378 |      23662 |                                   torch._inductor.config
import time:      1626 |       1626 |                                   torch._inductor.exc
import time:       201 |        201 |                                         _statistics
import time:      1549 |       1750 |                                       statistics
import time:       924 |        924 |                                         torch._inductor.analysis
import time:      2039 |       2963 |                                       torch._inductor.analysis.device_info
import time:      1206 |       1206 |                                         torch._inductor.runtime
import time:      2596 |       3801 |                                       torch._inductor.runtime.hints
import time:      2100 |       2100 |                                       torch._dynamo.device_interface
import time:      1016 |       1016 |                                       torch.fx.passes.graph_transform_observer
import time:      1027 |       1027 |                                         torch._inductor.runtime.cache_dir_utils
import time:      1092 |       2119 |                                       torch._inductor.runtime.runtime_utils
import time:      7027 |      20773 |                                     torch._inductor.utils
import time:      3934 |      24706 |                                   torch._inductor.cpu_vec_isa
import time:      3149 |      54416 |                                 torch._inductor.cpp_builder
import time:      4922 |       4922 |                                 torch._inductor.cudagraph_utils
import time:      1697 |      61935 |                               torch._inductor.standalone_compile
import time:      1386 |      63321 |                             torch._inductor
import time:      1760 |      65081 |                           torch._inductor.test_operators
import time:      2421 |       2421 |                               torch._dynamo.bytecode_analysis
import time:      3414 |       5834 |                             torch._dynamo.bytecode_transformation
import time:      2671 |       8505 |                           torch._dynamo.resume_execution
import time:      1187 |       1187 |                               torch._dynamo.current_scope_id
import time:       941 |        941 |                                 torch.utils._device
import time:     33915 |      33915 |                                 torch._dynamo.source
import time:      3890 |       3890 |                                   torch._dynamo.types
import time:      1270 |       1270 |                                   torch.fx.experimental._dynamism
import time:      1110 |       1110 |                                   torch._dynamo.external_utils
import time:       900 |        900 |                                     torch._dynamo.backends
import time:      1193 |       2093 |                                   torch._dynamo.backends.registry
import time:       850 |        850 |                                   torch._dynamo.code_context
import time:      1372 |       1372 |                                   torch._dynamo.hooks
import time:       976 |        976 |                                   torch._dynamo.mutation_guard
import time:      4564 |      16122 |                                 torch._dynamo.eval_frame
import time:      7228 |      58205 |                               torch._dynamo.guards
import time:      1210 |       1210 |                                 torch._dynamo.graph_bytecode_inputs
import time:       908 |        908 |                                         torch.nn.utils._expanded_weights.expanded_weights_impl
import time:       880 |       1788 |                                       torch.nn.utils._expanded_weights.expanded_weights_utils
import time:      1099 |       2886 |                                     torch.nn.utils._expanded_weights.conv_utils
import time:      1185 |       4071 |                                   torch.nn.utils._expanded_weights.conv_expanded_weights
import time:      1219 |       1219 |                                   torch.nn.utils._expanded_weights.embedding_expanded_weights
import time:      1052 |       1052 |                                   torch.nn.utils._expanded_weights.group_norm_expanded_weights
import time:      1212 |       1212 |                                   torch.nn.utils._expanded_weights.instance_norm_expanded_weights
import time:      1186 |       1186 |                                   torch.nn.utils._expanded_weights.layer_norm_expanded_weights
import time:      1008 |       1008 |                                   torch.nn.utils._expanded_weights.linear_expanded_weights
import time:      1100 |      10845 |                                 torch.nn.utils._expanded_weights
import time:      3532 |       3532 |                                 torch._dynamo.replay_record
import time:      1241 |       1241 |                                     torch.utils._appending_byte_serializer
import time:      2263 |       3503 |                                   torch.compiler._cache
import time:      3499 |       7002 |                                 torch._dynamo.pgo
import time:      1177 |       1177 |                                     torch._dynamo.create_parameter_op
import time:      1686 |       1686 |                                     torch._dynamo.variables.constant
import time:      1049 |       1049 |                                       torch._dynamo.polyfills
import time:      1023 |       1023 |                                               torch.distributed._composable_state
import time:      1082 |       1082 |                                                 torch.distributed.algorithms._checkpoint
import time:      1528 |       2609 |                                               torch.distributed.algorithms._checkpoint.checkpoint_wrapper
import time:      4976 |       4976 |                                               torch.distributed.fsdp.api
import time:      1814 |      10421 |                                             torch.distributed.fsdp._common_utils
import time:       982 |        982 |                                               torch.testing._internal.distributed
import time:      1119 |       2101 |                                             torch.testing._internal.distributed.fake_pg
import time:      1054 |       1054 |                                                           torch.distributed._shard.common_op_utils
import time:       796 |       1849 |                                                         torch.distributed._shard.op_registry_utils
import time:      1674 |       1674 |                                                             torch.distributed._shard.metadata
import time:      1882 |       1882 |                                                               torch.distributed._shard.sharded_tensor.metadata
import time:      1020 |       1020 |                                                               torch.distributed._shard.sharding_spec._internals
import time:      1842 |       4743 |                                                             torch.distributed._shard.sharding_spec.api
import time:       911 |        911 |                                                               torch.distributed._shard._utils
import time:      1379 |       1379 |                                                               torch.distributed._shard.sharded_tensor.shard
import time:      1149 |       1149 |                                                               torch.distributed._shard.sharded_tensor.utils
import time:      1449 |       4887 |                                                             torch.distributed._shard.sharding_spec.chunk_sharding_spec
import time:      1261 |      12564 |                                                           torch.distributed._shard.sharding_spec
import time:      1703 |       1703 |                                                                 torch.distributed.nn.functional
import time:      1163 |       2865 |                                                               torch.distributed.nn
import time:        25 |       2889 |                                                             torch.distributed.nn.functional
import time:      1162 |       4050 |                                                           torch.distributed._shard.sharded_tensor.reshard
import time:      1899 |      18512 |                                                         torch.distributed._shard.sharded_tensor.api
import time:      1329 |       1329 |                                                           torch.distributed._shard.sharded_tensor._ops.misc_ops
import time:       908 |        908 |                                                             torch.distributed._shard.sharded_tensor._ops._common
import time:      1592 |       2500 |                                                           torch.distributed._shard.sharded_tensor._ops.tensor_ops
import time:      1008 |       1008 |                                                             torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops
import time:      1290 |       1290 |                                                             torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops._common
import time:      1551 |       3848 |                                                           torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding
import time:      1212 |       1212 |                                                           torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding_bag
import time:       965 |        965 |                                                           torch.distributed._shard.sharded_tensor._ops.binary_cmp
import time:      1076 |       1076 |                                                           torch.distributed._shard.sharded_tensor._ops.init
import time:      1277 |      12204 |                                                         torch.distributed._shard.sharded_tensor._ops
import time:      1000 |      33564 |                                                       torch.distributed._shard.sharded_tensor
import time:       786 |        786 |                                                       torch.distributed._shard.sharder
import time:      1664 |       1664 |                                                         torch.distributed._shard.sharding_plan.api
import time:       859 |       2522 |                                                       torch.distributed._shard.sharding_plan
import time:      1281 |      38152 |                                                     torch.distributed._shard.api
import time:      1154 |      39306 |                                                   torch.distributed._shard
import time:        17 |      39322 |                                                 torch.distributed._shard.sharded_tensor
import time:        27 |      39348 |                                               torch.distributed._shard.sharded_tensor.api
import time:       957 |        957 |                                               torch.distributed.fsdp._shard_utils
import time:      1058 |      41362 |                                             torch.distributed.fsdp._fsdp_extensions
import time:      3966 |      57849 |                                           torch.distributed.fsdp._flat_param
import time:      2733 |       2733 |                                             torch.distributed.fsdp._fully_shard._fsdp_api
import time:      1434 |       1434 |                                                   torch.distributed._composable.contract
import time:      1321 |       2754 |                                                 torch.distributed._composable.checkpoint_activation
import time:      1341 |       1341 |                                                 torch.distributed._composable.replicate
import time:      1083 |       5177 |                                               torch.distributed._composable
import time:      3384 |       3384 |                                               torch.distributed.fsdp._fully_shard._fsdp_common
import time:      4057 |       4057 |                                                       torch.distributed.fsdp._fully_shard._fsdp_param
import time:      3017 |       7073 |                                                     torch.distributed.fsdp._fully_shard._fsdp_collectives
import time:      1917 |       8990 |                                                   torch.distributed.fsdp._fully_shard._fsdp_param_group
import time:      1247 |      10237 |                                                 torch.distributed.fsdp._fully_shard._fsdp_state
import time:      1228 |      11464 |                                               torch.distributed.fsdp._fully_shard._fsdp_init
import time:      1715 |      21739 |                                             torch.distributed.fsdp._fully_shard._fully_shard
import time:       868 |      25339 |                                           torch.distributed.fsdp._fully_shard
import time:       989 |        989 |                                             torch.distributed.fsdp._traversal_utils
import time:      1463 |       1463 |                                               torch.distributed.algorithms._comm_hooks.default_hooks
import time:       867 |       2329 |                                             torch.distributed.algorithms._comm_hooks
import time:      1040 |       1040 |                                             torch.distributed.fsdp._dynamo_utils
import time:      1373 |       1373 |                                               torch.distributed.fsdp._exec_order_utils
import time:      1046 |       1046 |                                               torch.distributed.fsdp._limiter_utils
import time:      1478 |       1478 |                                               torch.distributed.fsdp.wrap
import time:      1404 |       1404 |                                                     torch.distributed.tensor.parallel.style
import time:      1238 |       2641 |                                                   torch.distributed.tensor.parallel.api
import time:      1234 |       1234 |                                                   torch.distributed.tensor.parallel.loss
import time:      1077 |       4951 |                                                 torch.distributed.tensor.parallel
import time:      1088 |       1088 |                                                 torch.distributed.tensor.parallel._data_parallel_utils
import time:      1150 |       7188 |                                               torch.distributed.tensor.parallel.fsdp
import time:       344 |        344 |                                               torchdistx
import time:      1734 |      13161 |                                             torch.distributed.fsdp._init_utils
import time:      1620 |       1620 |                                             torch.distributed.fsdp._runtime_utils
import time:      1304 |       1304 |                                             torch.distributed.fsdp._wrap_utils
import time:       962 |        962 |                                                 torch.cuda._pin_memory_utils
import time:      1765 |       2726 |                                               torch.distributed._state_dict_utils
import time:      1299 |       1299 |                                               torch.distributed.fsdp._debug_utils
import time:      3505 |       7529 |                                             torch.distributed.fsdp._optim_utils
import time:       895 |        895 |                                               torch.distributed.fsdp._unshard_param_utils
import time:      1303 |       2197 |                                             torch.distributed.fsdp._state_dict_utils
import time:      2050 |      32215 |                                           torch.distributed.fsdp.fully_sharded_data_parallel
import time:      1023 |     116425 |                                         torch.distributed.fsdp
import time:        23 |     116448 |                                       torch.distributed.fsdp._fully_shard
import time:      4602 |       4602 |                                       torch._higher_order_ops.triton_kernel_wrap
import time:      3181 |     125279 |                                     torch._dynamo.variables.functions
import time:      1551 |       1551 |                                           torch._dynamo.variables.iter
import time:      1987 |       3538 |                                         torch._dynamo.variables.lists
import time:      1951 |       5488 |                                       torch._dynamo.variables.dicts
import time:      1169 |       1169 |                                       torch.utils._cxx_pytree
import time:      3331 |       9987 |                                     torch._dynamo.variables.user_defined
import time:      2998 |     141126 |                                   torch._dynamo.variables.misc
import time:      1301 |       1301 |                                       torch._dynamo.variables.lazy
import time:      1537 |       2838 |                                     torch._dynamo.variables.nn_module
import time:      2070 |       2070 |                                             torch._functorch._aot_autograd.functional_utils
import time:     11940 |      11940 |                                             torch._functorch._aot_autograd.schemas
import time:      1409 |       1409 |                                             torch._functorch._aot_autograd.subclass_utils
import time:      1621 |      17039 |                                           torch._functorch._aot_autograd.collect_metadata_analysis
import time:      3034 |       3034 |                                             torch._decomp.decompositions_for_rng
import time:       983 |        983 |                                             torch._functorch._aot_autograd.logging_utils
import time:      2852 |       6868 |                                           torch._functorch._aot_autograd.graph_capture_wrappers
import time:      1298 |       1298 |                                           torch._functorch._aot_autograd.input_output_analysis
import time:      6437 |      31641 |                                         torch._functorch._aot_autograd.runtime_wrappers
import time:      2209 |      33849 |                                       torch._dynamo.compiled_autograd
import time:       943 |        943 |                                         tokenizers.trainers
import time:       577 |        577 |                                         sentencepiece
import time:      2674 |       2674 |                                         transformers.tokenization_python
import time:    180296 |     184488 |                                       torch._dynamo._trace_wrapped_higher_order_op
import time:      1900 |     220236 |                                     torch._dynamo.variables.tensor
import time:      2168 |       2168 |                                       torch._dynamo.variables.ctx_manager
import time:      1797 |       3965 |                                     torch._dynamo.variables.torch_function
import time:      2117 |     229155 |                                   torch._dynamo.codegen
import time:      1883 |     372162 |                                 torch._dynamo.side_effects
import time:     16386 |      16386 |                                   torch._dynamo.variables.streams
import time:      1985 |      18370 |                                 torch._dynamo.variables.builtin
import time:      1551 |       1551 |                                 torch._dynamo.variables.distributed
import time:      3238 |       3238 |                                 torch._dynamo.variables.higher_order_ops
import time:      1532 |       1532 |                                 torch._dynamo.variables.optimizer
import time:      1590 |       1590 |                                 torch._dynamo.variables.script_object
import time:      1147 |       1147 |                                 torch._dynamo.variables.sdpa
import time:      1715 |       1715 |                                 torch._dynamo.variables.torch
import time:      3960 |     427848 |                               torch._dynamo.variables.builder
import time:      8374 |     495612 |                             torch._dynamo.variables.base
import time:      1177 |     496789 |                           torch._dynamo.variables
import time:     15459 |     585831 |                         torch._dynamo.trace_rules
import time:      1024 |       1024 |                         torch._dynamo.funcname_cache
import time:      1490 |       1490 |                             torch._dynamo.graph_region_tracker
import time:      1526 |       3016 |                           torch._dynamo.graph_deduplication
import time:    111241 |     114256 |                         torch._dynamo.output_graph
import time:     14883 |     778392 |                       torch._dynamo.symbolic_convert
import time:      2402 |       2402 |                         torch._dynamo.comptime
import time:      3122 |       5524 |                       torch._dynamo.decorators
import time:      1516 |       1516 |                       torch._dynamo.cache_size
import time:      5716 |     807643 |                     torch._dynamo.convert_frame
import time:      8304 |       8304 |                     torch._dynamo.package
import time:      3737 |     819684 |                   torch._dynamo.aot_compile
import time:      2818 |       2818 |                   torch._dynamo.functional_export
import time:      1409 |       1409 |                     torch.onnx.errors
import time:       828 |        828 |                         torch.onnx.ops._dtype_mappings
import time:     13240 |      14067 |                       torch.onnx.ops._impl
import time:      9390 |       9390 |                       torch.onnx.ops._symbolic_impl
import time:      1184 |      24641 |                     torch.onnx.ops
import time:      1272 |       1272 |                         torch.onnx._internal
import time:      1173 |       2445 |                       torch.onnx._internal.exporter
import time:      1145 |       1145 |                       torch.onnx._internal._lazy_import
import time:       931 |        931 |                       torch.onnx._internal.exporter._dynamic_shapes
import time:      1008 |       1008 |                         torch.onnx._internal.exporter._constants
import time:       948 |       1956 |                       torch.onnx._internal.exporter._ir_passes
import time:     13898 |      20373 |                     torch.onnx._internal.exporter._onnx_program
import time:      1277 |       1277 |                     torch.onnx._internal.torchscript_exporter
import time:       795 |        795 |                       torch.onnx._constants
import time:      1477 |       1477 |                       torch.onnx._internal.torchscript_exporter._type_utils
import time:      1305 |       1305 |                         torch.onnx._internal.torchscript_exporter.registration
import time:      1016 |       1016 |                         torch.onnx._internal.torchscript_exporter._globals
import time:      2057 |       4377 |                       torch.onnx._internal.torchscript_exporter.jit_utils
import time:      1323 |       1323 |                         torch.onnx._internal.torchscript_exporter.onnx_proto_utils
import time:      1705 |       3028 |                       torch.onnx._internal.torchscript_exporter.utils
import time:      2189 |      11863 |                     torch.onnx._internal.torchscript_exporter.symbolic_helper
import time:      6597 |       6597 |                       torch.onnx._internal.torchscript_exporter.symbolic_opset9
import time:      1922 |       8519 |                     torch.onnx._internal.torchscript_exporter.symbolic_opset10
import time:      1317 |       1317 |                     torch._functorch.make_functional
import time:     46102 |     115498 |                   torch._dynamo.polyfills.loader
import time:      1853 |     939851 |                 torch._dynamo
import time:      1173 |     943954 |               transformers.integrations.flex_attention
import time:       411 |        411 |                 kernels
import time:      1426 |       1837 |               transformers.integrations.hub_kernels
import time:       902 |        902 |               transformers.integrations.sdpa_attention
import time:      1127 |       1127 |               transformers.integrations.sdpa_paged
import time:       942 |        942 |                 transformers.loss
import time:      1070 |       1070 |                   transformers.loss.loss_for_object_detection
import time:      1049 |       1049 |                   transformers.loss.loss_rt_detr
import time:      1139 |       3257 |                 transformers.loss.loss_d_fine
import time:      1124 |       1124 |                 transformers.loss.loss_deformable_detr
import time:      1337 |       1337 |                 transformers.loss.loss_grounding_dino
import time:      1186 |       1186 |                 transformers.loss.loss_lw_detr
import time:      1051 |       8895 |               transformers.loss.loss_utils
import time:      1191 |       1191 |               transformers.pytorch_utils
import time:    671922 |     671922 |                       transformers.models
import time:      6813 |     678734 |                     transformers.models.auto
import time:      3558 |     682292 |                   transformers.models.auto.configuration_auto
import time:      1087 |       1087 |                     transformers.quantizers.quantizers_utils
import time:      1353 |       2439 |                   transformers.quantizers.base
import time:      2370 |       2370 |                   transformers.quantizers.quantizer_aqlm
import time:       901 |        901 |                   transformers.quantizers.quantizer_auto_round
import time:       936 |        936 |                   transformers.quantizers.quantizer_awq
import time:       962 |        962 |                   transformers.quantizers.quantizer_bitnet
import time:       907 |        907 |                   transformers.quantizers.quantizer_bnb_4bit
import time:      1374 |       1374 |                   transformers.quantizers.quantizer_bnb_8bit
import time:      1368 |       1368 |                   transformers.quantizers.quantizer_compressed_tensors
import time:      1028 |       1028 |                   transformers.quantizers.quantizer_eetq
import time:      1286 |       1286 |                   transformers.quantizers.quantizer_fbgemm_fp8
import time:       932 |        932 |                   transformers.quantizers.quantizer_finegrained_fp8
import time:      1081 |       1081 |                   transformers.quantizers.quantizer_fp_quant
import time:       974 |        974 |                   transformers.quantizers.quantizer_gptq
import time:      1132 |       1132 |                   transformers.quantizers.quantizer_higgs
import time:      2781 |       2781 |                   transformers.quantizers.quantizer_hqq
import time:       970 |        970 |                   transformers.quantizers.quantizer_mxfp4
import time:       926 |        926 |                   transformers.quantizers.quantizer_quanto
import time:      1016 |       1016 |                   transformers.quantizers.quantizer_quark
import time:      1084 |       1084 |                   transformers.quantizers.quantizer_sinq
import time:      2152 |       2152 |                   transformers.quantizers.quantizer_spqr
import time:      1470 |       1470 |                   transformers.quantizers.quantizer_torchao
import time:       888 |        888 |                   transformers.quantizers.quantizer_vptq
import time:      1961 |     713220 |                 transformers.quantizers.auto
import time:       808 |     714027 |               transformers.quantizers
import time:       882 |        882 |               transformers.safetensors_conversion
import time:      1386 |       1386 |               transformers.utils.output_capturing
import time:      7571 |    1729146 |             transformers.modeling_utils
import time:     10032 |    1747739 |           transformers.processing_utils
import time:      1058 |    1759465 |         transformers.image_processing_utils
import time:      2157 |       2157 |             transformers.cache_utils
import time:      1191 |       1191 |               transformers.utils.deprecation
import time:      2222 |       3412 |             transformers.masking_utils
import time:      3054 |       3054 |             transformers.generation.candidate_generator
import time:      1800 |       1800 |             transformers.generation.stopping_criteria
import time:      6127 |      16548 |           transformers.models.auto.auto_factory
import time:      1470 |      18017 |         transformers.models.auto.feature_extraction_auto
import time:      8938 |       8938 |           transformers.image_processing_utils_fast
import time:      1865 |      10803 |         transformers.models.auto.image_processing_auto
import time:     10882 |      10882 |         transformers.models.auto.modeling_auto
import time:      1325 |       1325 |           transformers.video_processing_utils
import time:      2000 |       2000 |             transformers.models.encoder_decoder
import time:      3433 |       5432 |           transformers.models.auto.tokenization_auto
import time:      1111 |       1111 |           transformers.models.auto.video_processing_auto
import time:      1366 |       9232 |         transformers.models.auto.processing_auto
import time:       946 |        946 |             transformers.pipelines.pt_utils
import time:      1872 |       2817 |           transformers.pipelines.base
import time:      2123 |       4940 |         transformers.pipelines.any_to_any
import time:       984 |        984 |         transformers.pipelines.audio_classification
import time:       792 |        792 |           transformers.pipelines.audio_utils
import time:      1235 |       2027 |         transformers.pipelines.automatic_speech_recognition
import time:       906 |        906 |         transformers.pipelines.depth_estimation
import time:      5863 |       5863 |               transformers.data.data_collator
import time:      1093 |       1093 |               transformers.data.metrics
import time:      1955 |       1955 |                   transformers.data.processors.utils
import time:      1428 |       3383 |                 transformers.data.processors.glue
import time:      1278 |       1278 |                   multiprocessing.pool
import time:      2770 |       2770 |                     transformers.models.bert
import time:      1450 |       4219 |                   transformers.models.bert.tokenization_bert_legacy
import time:      1235 |       6731 |                 transformers.data.processors.squad
import time:       943 |        943 |                 transformers.data.processors.xnli
import time:       757 |      11812 |               transformers.data.processors
import time:       920 |      19687 |             transformers.data
import time:      1385 |      21071 |           transformers.pipelines.question_answering
import time:       349 |        349 |               pandas
import time:      1383 |       1731 |             pytesseract.pytesseract
import time:      1081 |       2812 |           pytesseract
import time:      1972 |      25854 |         transformers.pipelines.document_question_answering
import time:       847 |        847 |         transformers.pipelines.feature_extraction
import time:      1500 |       1500 |         transformers.pipelines.fill_mask
import time:      1202 |       1202 |         transformers.pipelines.image_classification
import time:      1074 |       1074 |         transformers.pipelines.image_feature_extraction
import time:       983 |        983 |         transformers.pipelines.image_segmentation
import time:      1157 |       1157 |         transformers.pipelines.image_text_to_text
import time:       973 |        973 |         transformers.pipelines.image_to_image
import time:       924 |        924 |         transformers.pipelines.keypoint_matching
import time:      1395 |       1395 |         transformers.pipelines.mask_generation
import time:       941 |        941 |         transformers.pipelines.object_detection
import time:       843 |        843 |         transformers.pipelines.table_question_answering
import time:       902 |        902 |         transformers.pipelines.text_classification
import time:      1016 |       1016 |         transformers.pipelines.text_generation
import time:      4040 |       4040 |             transformers.models.speecht5
import time:      1203 |       1203 |             transformers.activations
import time:     19553 |      19553 |               transformers.modeling_outputs
import time:      3483 |      23035 |             transformers.modeling_layers
import time:      1033 |       1033 |             transformers.models.speecht5.configuration_speecht5
import time:     19835 |      49144 |           transformers.models.speecht5.modeling_speecht5
import time:       883 |      50026 |         transformers.pipelines.text_to_audio
import time:      1318 |       1318 |         transformers.pipelines.token_classification
import time:      9010 |       9010 |             av._core
import time:       958 |        958 |             av.logging
import time:       786 |        786 |             av.about
import time:       778 |        778 |                       av.bytesource
import time:       722 |       1499 |                     av.buffer
import time:       749 |        749 |                           av.audio.format
import time:      1542 |       1542 |                               av.error
import time:       740 |       2281 |                             av.dictionary
import time:       678 |        678 |                                           av.container.pyio
import time:       992 |        992 |                                               av.sidedata
import time:      1342 |       1342 |                                                     av.option
import time:       813 |       2155 |                                                   av.descriptor
import time:      1374 |       3528 |                                                 av.format
import time:       768 |        768 |                                                   av.utils
import time:      1249 |       2017 |                                                 av.stream
import time:       774 |       6318 |                                               av.container.streams
import time:      1137 |       1137 |                                               av.sidedata.encparams
import time:       844 |        844 |                                               av.sidedata.motionvectors
import time:      1595 |      10883 |                                             av.sidedata.sidedata
import time:       729 |        729 |                                             av.opaque
import time:      1056 |      12667 |                                           av.packet
import time:       821 |        821 |                                           av.container.input
import time:       771 |        771 |                                           av.container.output
import time:      2275 |      17210 |                                         av.container.core
import time:       998 |      18208 |                                       av.container
import time:       147 |      18354 |                                     av.container.pyio
import time:      2123 |      20477 |                                   av.codec.context
import time:       939 |        939 |                                   av.video.format
import time:      1771 |       1771 |                                   av.video.reformatter
import time:       790 |        790 |                                   av.plane
import time:       848 |        848 |                                   av.video.plane
import time:      1939 |      26762 |                                 av.video.frame
import time:       734 |        734 |                                 av.video.stream
import time:       878 |      28373 |                               av.video
import time:        26 |      28399 |                             av.video.format
import time:      1331 |      32010 |                           av.codec.hwaccel
import time:      2232 |      34990 |                         av.codec.codec
import time:       792 |      35781 |                       av.codec
import time:        30 |      35811 |                     av.codec.codec
import time:       776 |      38085 |                   av.frame
import time:      1272 |       1272 |                   av.audio.layout
import time:       839 |        839 |                   av.audio.plane
import time:      1136 |      41331 |                 av.audio.frame
import time:       768 |        768 |                 av.audio.stream
import time:       684 |      42781 |               av.audio
import time:       907 |        907 |                         av.filter.link
import time:      1015 |       1921 |                       av.filter.context
import time:       845 |       2766 |                     av.filter.graph
import time:      1456 |       4221 |                   av.filter.filter
import time:       841 |        841 |                   av.filter.loudnorm
import time:      1066 |       6127 |                 av.filter
import time:        25 |       6152 |               av.filter.filter
import time:       775 |        775 |               av.audio.resampler
import time:      1066 |      50773 |             av.audio.codeccontext
import time:       729 |        729 |             av.audio.fifo
import time:       784 |        784 |             av.bitstream
import time:       847 |        847 |             av.video.codeccontext
